Município,População Total,População Urbana,População Urbana na Sede Municipal,População Total (%),População Urbana (%),População Urbana na Sede Municipal (%),Área Total (Km2),Densidade Demográfica (Hab/Km2)
São José dos Campos,629921,617106,531789,100.0,97.0,84.0,1099.8,572.77
